id,id_especie,id_geracao,pokemon,altura,peso,exp_base,tipo_1,tipo_2,hp,ataque,defesa,ataque_especial,defesa_especial,velocidade,cor_1,cor_2,cor_final,url_imagem,url_icone
227,227,2,skarmory,1.7,50.5,163,aço,voador,65,80,140,40,70,70,#B8B8D0,#A890F0,#B4AED7,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/227.png,//cdn.bulbagarden.net/upload/c/c9/227MS.png
228,228,2,houndour,0.6,10.8,66,sombrio,fogo,45,60,30,80,50,65,#705848,#F08030,#8F6142,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/228.png,//cdn.bulbagarden.net/upload/3/3b/228MS.png
229,229,2,houndoom,1.4,35,175,sombrio,fogo,75,90,50,110,80,95,#705848,#F08030,#8F6142,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/229.png,//cdn.bulbagarden.net/upload/6/6b/229MS.png
230,230,2,kingdra,1.8,152,243,água,dragão,75,95,95,95,95,85,#6890F0,#7038F8,#697AF1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/230.png,//cdn.bulbagarden.net/upload/8/8e/230MS.png
231,231,2,phanpy,0.5,33.5,66,terrestre,NA,90,60,60,40,40,40,#E0C068,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/231.png,//cdn.bulbagarden.net/upload/9/90/231MS.png
232,232,2,donphan,1.1,120,175,terrestre,NA,90,120,120,60,60,50,#E0C068,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/232.png,//cdn.bulbagarden.net/upload/2/2c/232MS.png
233,233,2,porygon2,0.6,32.5,180,normal,NA,85,80,90,105,95,60,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/233.png,//cdn.bulbagarden.net/upload/7/78/233MS.png
234,234,2,stantler,1.4,71.2,163,normal,NA,73,95,62,85,65,85,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/234.png,//cdn.bulbagarden.net/upload/4/40/234MS.png
235,235,2,smeargle,1.2,58,88,normal,NA,55,20,35,20,45,75,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/235.png,//cdn.bulbagarden.net/upload/7/7c/235MS.png
236,236,2,tyrogue,0.7,21,42,lutador,NA,35,35,35,35,35,35,#C03028,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/236.png,//cdn.bulbagarden.net/upload/e/ed/236MS.png
237,237,2,hitmontop,1.4,48,159,lutador,NA,50,95,95,35,110,70,#C03028,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/237.png,//cdn.bulbagarden.net/upload/e/ed/237MS.png
238,238,2,smoochum,0.4,6,61,gelo,psíquico,45,30,15,85,65,65,#98D8D8,#F85888,#AFB8C4,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/238.png,//cdn.bulbagarden.net/upload/0/00/238MS.png
239,239,2,elekid,0.6,23.5,72,elétrico,NA,45,63,37,65,55,95,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/239.png,//cdn.bulbagarden.net/upload/b/b5/239MS.png
240,240,2,magby,0.7,21.4,73,fogo,NA,45,75,37,70,55,83,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/240.png,//cdn.bulbagarden.net/upload/e/e4/240MS.png
241,241,2,miltank,1.2,75.5,172,normal,NA,95,80,105,40,70,100,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/241.png,//cdn.bulbagarden.net/upload/c/ce/241MS.png
242,242,2,blissey,1.5,46.8,608,normal,NA,255,10,10,75,135,55,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/242.png,//cdn.bulbagarden.net/upload/f/f8/242MS.png
243,243,2,raikou,1.9,178,261,elétrico,NA,90,85,75,115,100,115,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/243.png,//cdn.bulbagarden.net/upload/8/80/243MS.png
244,244,2,entei,2.1,198,261,fogo,NA,115,115,85,90,75,100,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/244.png,//cdn.bulbagarden.net/upload/4/4e/244MS.png
245,245,2,suicune,2,187,261,água,NA,100,75,115,90,115,85,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/245.png,//cdn.bulbagarden.net/upload/e/ea/245MS.png
246,246,2,larvitar,0.6,72,60,pedra,terrestre,50,64,50,45,50,41,#B8A038,#E0C068,#C1A743,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/246.png,//cdn.bulbagarden.net/upload/8/85/246MS.png
247,247,2,pupitar,1.2,152,144,pedra,terrestre,70,84,70,65,70,51,#B8A038,#E0C068,#C1A743,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/247.png,//cdn.bulbagarden.net/upload/f/f9/247MS.png
248,248,2,tyranitar,2,202,270,pedra,sombrio,100,134,110,95,100,61,#B8A038,#705848,#A68E3B,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/248.png,//cdn.bulbagarden.net/upload/0/0f/248MS.png
249,249,2,lugia,5.2,216,306,psíquico,voador,106,90,130,90,154,110,#F85888,#A890F0,#E465A1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/249.png,//cdn.bulbagarden.net/upload/c/c8/249MS.png
250,250,2,ho-oh,3.8,199,306,fogo,voador,106,130,90,110,154,90,#F08030,#A890F0,#DE835E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/250.png,//cdn.bulbagarden.net/upload/e/ee/250MS.png
251,251,2,celebi,0.6,5,270,psíquico,grama,100,100,100,100,100,100,#F85888,#78C850,#D8737A,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/251.png,//cdn.bulbagarden.net/upload/5/5a/251MS.png
252,252,3,treecko,0.5,5,62,grama,NA,40,45,35,65,55,70,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/252.png,//cdn.bulbagarden.net/upload/c/cf/252MS.png
253,253,3,grovyle,0.9,21.6,142,grama,NA,50,65,45,85,65,95,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/253.png,//cdn.bulbagarden.net/upload/a/a5/253MS.png
254,254,3,sceptile,1.7,52.2,239,grama,NA,70,85,65,105,85,120,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/254.png,//cdn.bulbagarden.net/upload/f/ff/254MS.png
255,255,3,torchic,0.4,2.5,62,fogo,NA,45,60,40,70,50,45,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/255.png,//cdn.bulbagarden.net/upload/d/d5/255MS.png
256,256,3,combusken,0.9,19.5,142,fogo,lutador,60,85,60,85,60,55,#F08030,#C03028,#E46C2E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/256.png,//cdn.bulbagarden.net/upload/4/4d/256MS.png
257,257,3,blaziken,1.9,52,239,fogo,lutador,80,120,70,110,70,80,#F08030,#C03028,#E46C2E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/257.png,//cdn.bulbagarden.net/upload/3/3e/257MS.png
258,258,3,mudkip,0.4,7.6,62,água,NA,50,70,50,50,50,40,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/258.png,//cdn.bulbagarden.net/upload/1/19/258MS.png
259,259,3,marshtomp,0.7,28,142,água,terrestre,70,85,70,60,70,50,#6890F0,#E0C068,#859BCF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/259.png,//cdn.bulbagarden.net/upload/2/21/259MS.png
260,260,3,swampert,1.5,81.9,241,água,terrestre,100,110,90,85,90,60,#6890F0,#E0C068,#859BCF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/260.png,//cdn.bulbagarden.net/upload/a/a6/260MS.png
261,261,3,poochyena,0.5,13.6,56,sombrio,NA,35,55,35,30,30,35,#705848,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/261.png,//cdn.bulbagarden.net/upload/5/5c/261MS.png
262,262,3,mightyena,1,37,147,sombrio,NA,70,90,70,60,60,70,#705848,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/262.png,//cdn.bulbagarden.net/upload/4/4d/262MS.png
263,263,3,zigzagoon,0.4,17.5,56,normal,NA,38,30,41,30,41,60,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/263.png,//cdn.bulbagarden.net/upload/a/a5/263MS.png
264,264,3,linoone,0.5,32.5,147,normal,NA,78,70,61,50,61,100,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/264.png,//cdn.bulbagarden.net/upload/7/71/264MS.png
265,265,3,wurmple,0.3,3.6,56,inseto,NA,45,45,35,20,30,20,#A8B820,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/265.png,//cdn.bulbagarden.net/upload/7/78/265MS.png
266,266,3,silcoon,0.6,10,72,inseto,NA,50,35,55,25,25,15,#A8B820,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/266.png,//cdn.bulbagarden.net/upload/4/41/266MS.png
267,267,3,beautifly,1,28.4,178,inseto,voador,60,70,50,100,50,65,#A8B820,#A890F0,#A8AE52,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/267.png,//cdn.bulbagarden.net/upload/e/e9/267MS.png
268,268,3,cascoon,0.7,11.5,72,inseto,NA,50,35,55,25,25,15,#A8B820,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/268.png,//cdn.bulbagarden.net/upload/6/64/268MS.png
269,269,3,dustox,1.2,31.6,173,inseto,venenoso,60,50,70,50,90,65,#A8B820,#A040A0,#A69A3F,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/269.png,//cdn.bulbagarden.net/upload/a/ad/269MS.png
270,270,3,lotad,0.5,2.6,44,água,grama,40,30,30,40,50,30,#6890F0,#78C850,#6B9DC9,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/270.png,//cdn.bulbagarden.net/upload/1/12/270MS.png
271,271,3,lombre,1.2,32.5,119,água,grama,60,50,50,60,70,50,#6890F0,#78C850,#6B9DC9,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/271.png,//cdn.bulbagarden.net/upload/e/e1/271MS.png
272,272,3,ludicolo,1.5,55,216,água,grama,80,70,70,90,100,70,#6890F0,#78C850,#6B9DC9,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/272.png,//cdn.bulbagarden.net/upload/a/a0/272MS.png
273,273,3,seedot,0.5,4,44,grama,NA,40,40,50,30,30,30,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/273.png,//cdn.bulbagarden.net/upload/c/cb/273MS.png
274,274,3,nuzleaf,1,28,119,grama,sombrio,70,70,40,60,40,60,#78C850,#705848,#76AC4E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/274.png,//cdn.bulbagarden.net/upload/c/c6/274MS.png
275,275,3,shiftry,1.3,59.6,216,grama,sombrio,90,100,60,90,60,80,#78C850,#705848,#76AC4E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/275.png,//cdn.bulbagarden.net/upload/3/34/275MS.png
276,276,3,taillow,0.3,2.3,54,normal,voador,40,55,30,30,30,85,#A8A878,#A890F0,#A8A295,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/276.png,//cdn.bulbagarden.net/upload/f/f3/276MS.png
277,277,3,swellow,0.7,19.8,159,normal,voador,60,85,60,75,50,125,#A8A878,#A890F0,#A8A295,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/277.png,//cdn.bulbagarden.net/upload/1/1a/277MS.png
278,278,3,wingull,0.6,9.5,54,água,voador,40,30,30,55,30,85,#6890F0,#A890F0,#7790F0,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/278.png,//cdn.bulbagarden.net/upload/b/b4/278MS.png
279,279,3,pelipper,1.2,28,154,água,voador,60,50,100,95,70,65,#6890F0,#A890F0,#7790F0,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/279.png,//cdn.bulbagarden.net/upload/9/96/279MS.png
280,280,3,ralts,0.4,6.6,40,psíquico,fada,28,25,25,45,35,40,#F85888,#EE99AC,#F56790,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/280.png,//cdn.bulbagarden.net/upload/3/32/280MS.png
281,281,3,kirlia,0.8,20.2,97,psíquico,fada,38,35,35,65,55,50,#F85888,#EE99AC,#F56790,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/281.png,//cdn.bulbagarden.net/upload/7/77/281MS.png
282,282,3,gardevoir,1.6,48.4,233,psíquico,fada,68,65,65,125,115,80,#F85888,#EE99AC,#F56790,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/282.png,//cdn.bulbagarden.net/upload/4/4a/282MS.png
283,283,3,surskit,0.5,1.7,54,inseto,água,40,30,32,50,52,65,#A8B820,#6890F0,#98AE52,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/283.png,//cdn.bulbagarden.net/upload/1/1f/283MS.png
284,284,3,masquerain,0.8,3.6,159,inseto,voador,70,60,62,100,82,80,#A8B820,#A890F0,#A8AE52,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/284.png,//cdn.bulbagarden.net/upload/a/af/284MS.png
285,285,3,shroomish,0.4,4.5,59,grama,NA,60,40,60,40,60,35,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/285.png,//cdn.bulbagarden.net/upload/8/8e/285MS.png
286,286,3,breloom,1.2,39.2,161,grama,lutador,60,130,80,60,60,70,#78C850,#C03028,#89A346,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/286.png,//cdn.bulbagarden.net/upload/e/ed/286MS.png
287,287,3,slakoth,0.8,24,56,normal,NA,60,60,60,35,35,30,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/287.png,//cdn.bulbagarden.net/upload/6/62/287MS.png
288,288,3,vigoroth,1.4,46.5,154,normal,NA,80,80,80,55,55,90,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/288.png,//cdn.bulbagarden.net/upload/3/38/288MS.png
289,289,3,slaking,2,130.5,252,normal,NA,150,160,100,95,65,100,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/289.png,//cdn.bulbagarden.net/upload/0/0d/289MS.png
290,290,3,nincada,0.5,5.5,53,inseto,terrestre,31,45,90,30,30,40,#A8B820,#E0C068,#B5B931,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/290.png,//cdn.bulbagarden.net/upload/9/9f/290MS.png
291,291,3,ninjask,0.8,12,160,inseto,voador,61,90,45,50,50,160,#A8B820,#A890F0,#A8AE52,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/291.png,//cdn.bulbagarden.net/upload/5/54/291MS.png
292,292,3,shedinja,0.8,1.2,83,inseto,fantasma,1,90,45,30,30,40,#A8B820,#705898,#9AA03D,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/292.png,//cdn.bulbagarden.net/upload/3/30/292MS.png
293,293,3,whismur,0.6,16.3,48,normal,NA,64,51,23,51,23,28,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/293.png,//cdn.bulbagarden.net/upload/5/54/293MS.png
294,294,3,loudred,1,40.5,126,normal,NA,84,71,43,71,43,48,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/294.png,//cdn.bulbagarden.net/upload/7/73/294MS.png
295,295,3,exploud,1.5,84,221,normal,NA,104,91,63,91,73,68,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/295.png,//cdn.bulbagarden.net/upload/c/c2/295MS.png
296,296,3,makuhita,1,86.4,47,lutador,NA,72,60,30,20,30,25,#C03028,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/296.png,//cdn.bulbagarden.net/upload/7/7e/296MS.png
297,297,3,hariyama,2.3,253.8,166,lutador,NA,144,120,60,40,60,50,#C03028,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/297.png,//cdn.bulbagarden.net/upload/d/dd/297MS.png
298,298,3,azurill,0.2,2,38,normal,fada,50,20,40,20,40,20,#A8A878,#EE99AC,#B8A484,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/298.png,//cdn.bulbagarden.net/upload/5/52/298MS.png
299,299,3,nosepass,1,97,75,pedra,NA,30,45,135,45,90,30,#B8A038,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/299.png,//cdn.bulbagarden.net/upload/a/a6/299MS.png
300,300,3,skitty,0.6,11,52,normal,NA,50,45,45,35,35,50,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/300.png,//cdn.bulbagarden.net/upload/e/e4/300MS.png
301,301,3,delcatty,1.1,32.6,140,normal,NA,70,65,65,55,55,90,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/301.png,//cdn.bulbagarden.net/upload/0/0a/301MS.png
302,302,3,sableye,0.5,11,133,sombrio,fantasma,50,75,75,65,65,50,#705848,#705898,#70585B,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/302.png,//cdn.bulbagarden.net/upload/6/60/302MS.png
303,303,3,mawile,0.6,11.5,133,aço,fada,50,85,85,55,55,50,#B8B8D0,#EE99AC,#C5B0C7,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/303.png,//cdn.bulbagarden.net/upload/5/53/303MS.png
304,304,3,aron,0.4,60,66,aço,pedra,50,70,100,40,40,30,#B8B8D0,#B8A038,#B8B2AB,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/304.png,//cdn.bulbagarden.net/upload/c/c5/304MS.png
305,305,3,lairon,0.9,120,151,aço,pedra,60,90,140,50,50,40,#B8B8D0,#B8A038,#B8B2AB,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/305.png,//cdn.bulbagarden.net/upload/3/3e/305MS.png
306,306,3,aggron,2.1,360,239,aço,pedra,70,110,180,60,60,50,#B8B8D0,#B8A038,#B8B2AB,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/306.png,//cdn.bulbagarden.net/upload/d/d5/306MS.png
307,307,3,meditite,0.6,11.2,56,lutador,psíquico,30,40,55,40,55,60,#C03028,#F85888,#CD393F,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/307.png,//cdn.bulbagarden.net/upload/6/67/307MS.png
308,308,3,medicham,1.3,31.5,144,lutador,psíquico,60,60,75,60,75,80,#C03028,#F85888,#CD393F,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/308.png,//cdn.bulbagarden.net/upload/0/0b/308MS.png
309,309,3,electrike,0.6,15.2,59,elétrico,NA,40,45,40,65,40,65,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/309.png,//cdn.bulbagarden.net/upload/6/62/309MS.png
310,310,3,manectric,1.5,40.2,166,elétrico,NA,70,75,60,105,60,105,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/310.png,//cdn.bulbagarden.net/upload/0/04/310MS.png
311,311,3,plusle,0.4,4.2,142,elétrico,NA,60,50,40,85,75,95,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/311.png,//cdn.bulbagarden.net/upload/e/e7/311MS.png
312,312,3,minun,0.4,4.2,142,elétrico,NA,60,40,50,75,85,95,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/312.png,//cdn.bulbagarden.net/upload/9/94/312MS.png
313,313,3,volbeat,0.7,17.7,151,inseto,NA,65,73,75,47,85,85,#A8B820,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/313.png,//cdn.bulbagarden.net/upload/b/bd/313MS.png
314,314,3,illumise,0.6,17.7,151,inseto,NA,65,47,75,73,85,85,#A8B820,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/314.png,//cdn.bulbagarden.net/upload/4/41/314MS.png
315,315,3,roselia,0.3,2,140,grama,venenoso,50,60,45,100,80,65,#78C850,#A040A0,#81A763,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/315.png,//cdn.bulbagarden.net/upload/b/bf/315MS.png
316,316,3,gulpin,0.4,10.3,60,venenoso,NA,70,43,53,43,53,40,#A040A0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/316.png,//cdn.bulbagarden.net/upload/0/03/316MS.png
317,317,3,swalot,1.7,80,163,venenoso,NA,100,73,83,73,83,55,#A040A0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/317.png,//cdn.bulbagarden.net/upload/a/a3/317MS.png
318,318,3,carvanha,0.8,20.8,61,água,sombrio,45,90,20,65,20,65,#6890F0,#705848,#6982C7,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/318.png,//cdn.bulbagarden.net/upload/c/ca/318MS.png
319,319,3,sharpedo,1.8,88.8,161,água,sombrio,70,120,40,95,40,95,#6890F0,#705848,#6982C7,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/319.png,//cdn.bulbagarden.net/upload/e/e2/319MS.png
320,320,3,wailmer,2,130,80,água,NA,130,70,35,70,35,60,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/320.png,//cdn.bulbagarden.net/upload/5/55/320MS.png
321,321,3,wailord,14.5,398,175,água,NA,170,90,45,90,45,60,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/321.png,//cdn.bulbagarden.net/upload/e/ec/321MS.png
322,322,3,numel,0.7,24,61,fogo,terrestre,60,60,40,65,45,35,#F08030,#E0C068,#EC8F3D,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/322.png,//cdn.bulbagarden.net/upload/5/5c/322MS.png
323,323,3,camerupt,1.9,220,161,fogo,terrestre,70,100,70,105,75,40,#F08030,#E0C068,#EC8F3D,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/323.png,//cdn.bulbagarden.net/upload/6/6f/323MS.png
324,324,3,torkoal,0.5,80.4,165,fogo,NA,70,85,140,85,70,20,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/324.png,//cdn.bulbagarden.net/upload/3/39/324MS.png
325,325,3,spoink,0.7,30.6,66,psíquico,NA,60,25,35,70,80,60,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/325.png,//cdn.bulbagarden.net/upload/a/a7/325MS.png
326,326,3,grumpig,0.9,71.5,165,psíquico,NA,80,45,65,90,110,80,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/326.png,//cdn.bulbagarden.net/upload/b/b8/326MS.png
327,327,3,spinda,1.1,5,126,normal,NA,60,60,60,60,60,60,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/327.png,//cdn.bulbagarden.net/upload/c/c2/327MS.png
328,328,3,trapinch,0.7,15,58,terrestre,NA,45,100,45,45,45,10,#E0C068,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/328.png,//cdn.bulbagarden.net/upload/f/f8/328MS.png
329,329,3,vibrava,1.1,15.3,119,terrestre,dragão,50,70,50,50,50,70,#E0C068,#7038F8,#C49F8A,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/329.png,//cdn.bulbagarden.net/upload/6/6c/329MS.png
330,330,3,flygon,2,82,234,terrestre,dragão,80,100,80,80,80,100,#E0C068,#7038F8,#C49F8A,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/330.png,//cdn.bulbagarden.net/upload/e/eb/330MS.png
331,331,3,cacnea,0.4,51.3,67,grama,NA,50,85,40,85,40,35,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/331.png,//cdn.bulbagarden.net/upload/3/3a/331MS.png
332,332,3,cacturne,1.3,77.4,166,grama,sombrio,70,115,60,115,60,55,#78C850,#705848,#76AC4E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/332.png,//cdn.bulbagarden.net/upload/9/95/332MS.png
333,333,3,swablu,0.4,1.2,62,normal,voador,45,40,60,40,75,50,#A8A878,#A890F0,#A8A295,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/333.png,//cdn.bulbagarden.net/upload/6/61/333MS.png
334,334,3,altaria,1.1,20.6,172,dragão,voador,75,70,90,70,105,80,#7038F8,#A890F0,#7D4DF6,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/334.png,//cdn.bulbagarden.net/upload/a/a2/334MS.png
335,335,3,zangoose,1.3,40.3,160,normal,NA,73,115,60,60,60,90,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/335.png,//cdn.bulbagarden.net/upload/2/2c/335MS.png
